phrasal_type,phrase,ngram,CES,Mturk_result,Multiple_label_yes,Final_edit_yes,CNP_specific_yes,Frequency_over_10_yes
VP,offer spectacular view,3,Aesthetic,Aesthetic,,,,
NP,old brewery,2,Cultural,Cultural,,,,
NP,old daughter,2,Social,Social,,,,
NP,other animal,2,Biological,Biological,,,,
NP,other bird,2,Biological,Biological,,,,
NP,other specie,2,Biological,Biological,,,,
NP,outdoor activity,2,Recreational,Recreational,,,,
NP,outdoor pilgrimage,2,Recreational,Recreational,,,,
NP,overnight camping,2,Recreational,Recreational,,,,
NP,panoramic view,2,Aesthetic,Aesthetic,,,,
NP,paper forest,2,Biological,Biological,,,CNP,
NP,paper tree,2,Biological,Biological,,,CNP,Y
NP,paper tree forest,3,Biological,Biological,,,CNP,Y
NP,paradisiacal landscape,2,Aesthetic,Aesthetic,,,,
NP,paradisiacal place,2,Recreational,Recreational,,,,
NP,paramo landscape,2,Aesthetic,Aesthetic,Y,,CNP,
NP,paramo landscape,2,Biological,Aesthetic,Y,"added, second frequent CES",CNP,
NP,paramo vegetation,2,Biological,Biological,,,CNP,
NP,patch of forest,3,Biological,Biological,,,,
NP,peace and calm,3,Spiritual,Spiritual,,,,
NP,peace and harmony,3,Spiritual,Spiritual,,,,
NP,peace and serenity,3,Spiritual,Spiritual,,,,
NP,peace and spirituality,3,Spiritual,Spiritual,,,,
NP,peace and tranquility,3,Spiritual,Spiritual,,,,Y
NP,peace and wellbeing,3,Spiritual,Spiritual,,,,
NP,peace of mind,3,Spiritual,Spiritual,,,,
NP,peace of nature,3,Spiritual,Spiritual,,,,
NP,peace with nature,3,Spiritual,Spiritual,,,,
NP,peace without noise,3,Spiritual,Spiritual,,,,
NP,peaceful place,2,Spiritual,Spiritual,,,,
NP,peaty bog,2,Biological,Biological,,,,
NP,perfect landscape,2,Aesthetic,Aesthetic,,,,
NP,perfect place to clear mind,5,Spiritual,Spiritual,,,,
VP,perform various activity,3,Recreational,Recreational,,,,
NP,phenomenal place,2,Aesthetic,Aesthetic,,,,
NP,photo opportunity,2,Aesthetic,Aesthetic,,,,
VP,photograph amazing variety of plant,5,Aesthetic,Aesthetic,,,,
NP,physical beauty,2,Aesthetic,Aesthetic,,,,
NP,picnic with parent,3,Social,Social,,,,
NP,piece of heaven,3,Spiritual,Spiritual,,,,
VP,pilgrimage to,2,Recreational,Recreational,,,,
NP,place for hiking,3,Recreational,Recreational,,,,
NP,place for trekking,3,Recreational,Recreational,,,,
NP,place for walk,3,Recreational,Recreational,,,,
NP,place of peace,3,Spiritual,Spiritual,,,,
NP,place of pilgrimage,3,Spiritual,Spiritual,,,,
NP,place to admire beauty,4,Aesthetic,Aesthetic,,,,
NP,place to bring friend,4,Social,Social,,,,
NP,place to camp,3,Recreational,Recreational,,,,
NP,place to enjoy nature,4,Spiritual,Spiritual,,,,Y
NP,place to hike,3,Recreational,Recreational,,,,
NP,place to take photo,4,Aesthetic,Aesthetic,,,,
NP,plant and animal,3,Biological,Biological,,,,Y
NP,plant and animal life,4,Biological,Biological,,,,
NP,plant and bird,3,Biological,Biological,,,,
NP,plant and flower,3,Biological,Biological,,,,
NP,plant and tree,3,Biological,Biological,,,,
NP,plant life,2,Biological,Biological,,,,Y
NP,plenty of water,3,Aesthetic,Aesthetic,,,,
VP,point out miniature plant,4,Biological,Biological,,,,
VP,pollinate by,2,Educational,Educational,,,,
NP,polylepis forest,2,Biological,Biological,,,CNP,
NP,polylepis tree,2,Biological,Biological,,,CNP,
NP,pond and lagoon,3,Aesthetic,Aesthetic,,,,
VP,practice fishing,2,Recreational,Recreational,,,,
VP,practice sport,2,Recreational,Recreational,,,,
VP,practice sport fishing,3,Recreational,Recreational,,,,
VP,present unique landscape,3,Identity,Identity,,,,
VP,preserve natural monument,3,Identity,Identity,,,,
VP,preserve nature,2,Aesthetic,Aesthetic,,,,
NP,primary forest,2,Biological,Biological,,,,
NP,pristine environment,2,Aesthetic,Aesthetic,,,,
NP,pristine nature,2,Aesthetic,Aesthetic,,,,
NP,pristine view in Ecuador,4,Biological,Biological,,,CNP,
VP,protect delicate ecosystem,3,Biological,Biological,,,,
VP,protect sanctuary,2,Biological,Biological,,,,
VP,protect watershed,2,Biological,Biological,,,,
NP,pure air,2,Spiritual,Spiritual,,,,Y
NP,pure beauty,2,Aesthetic,Aesthetic,,,,
NP,pure nature,2,Aesthetic,Educational,Y,"added, manually",,Y
NP,pure nature,2,Educational,Educational,Y,,,Y
NP,pure tranquility,2,Spiritual,Spiritual,,,,
NP,pure water,2,Biological,Biological,,,,
NP,pure wilderness,2,Aesthetic,Aesthetic,,,,
NP,purity of air,3,Spiritual,Spiritual,,,,
NP,quiet place,2,Spiritual,Spiritual,,,,Y
NP,quinoa forest,2,Biological,Biological,,,,
NP,rain forest,2,Identity,Identity,,,,
VP,realize immensity of nature,4,Spiritual,Spiritual,,,,
VP,receive miracle,2,Spiritual,Spiritual,,,,
VP,reconnect with nature,3,Educational,Educational,,,,
NP,recreation of Lord,3,Spiritual,Spiritual,,,,
VP,relax and calm walk,4,Recreational,Recreational,,,,
VP,relax mind,2,Spiritual,Spiritual,,,,
VP,relax soul,2,Spiritual,Spiritual,,,,
VP,relax with view,3,Aesthetic,Aesthetic,,,,
VP,renew energy,2,Spiritual,Spiritual,,,,
VP,respect spectacular nature and silence,5,Spiritual,Spiritual,,,,
VP,rest from city,3,Spiritual,Spiritual,,,,
VP,rest from noise,3,Spiritual,Spiritual,,,,
VP,retain water,2,Educational,Recreational,,"replaced, second frequent CES",,
VP,reveal micro environment,3,Biological,Biological,,,,
VP,revitalize peace,2,Spiritual,Spiritual,,,,
NP,rice field,2,Biological,Biological,,,,
NP,richness in flora,3,Biological,Biological,,,,
VP,ride horse,2,Recreational,Recreational,,,,
VP,roam around,2,Recreational,Recreational,,,,
VP,roam through,2,Recreational,Recreational,,,,
NP,rock formation,2,Identity,Identity,,,,
NP,rocky landscape,2,Identity,Identity,,,,
NP,rocky mountain,2,Identity,Identity,,,,
VP,rugge mountain,2,Identity,Identity,,,,
NP,rugged nature,2,Identity,Identity,,,,
NP,rugged peak,2,Identity,Identity,,,,
NP,rugged terrain,2,Recreational,Recreational,,,,
VP,run into llama,3,Biological,Biological,,,CNP,
NP,rustic cabin,2,Identity,Identity,,,,
NP,sanctuary of virgin,3,Spiritual,Biological,,"replaced, manually",CNP,
NP,sanctuary of water,3,Spiritual,Spiritual,,,,
NP,sanctuary to virgin,3,Biological,Biological,,,CNP,
NP,scenery and wildlife,3,Biological,Biological,,,,
NP,scenic view,2,Aesthetic,Aesthetic,,,,
VP,search for gold,3,Recreational,Recreational,,,,
VP,seclude trail for peaceful walk,5,Recreational,Recreational,,,,
VP,see alpaca,2,Biological,Biological,,,CNP,
VP,see alpaca and llama,4,Biological,Biological,,,CNP,
VP,see animal,2,Biological,Biological,,,,
VP,see beautiful landscape,3,Aesthetic,Aesthetic,,,,
VP,see beautiful view,3,Aesthetic,Aesthetic,,,,
VP,see beauty,2,Aesthetic,Aesthetic,,,,
VP,see bird,2,Biological,Biological,,,,
VP,see cloud,2,Aesthetic,Aesthetic,,,,
VP,see condor,2,Biological,Biological,,,,
VP,see extraordinary dense forest,4,Aesthetic,Aesthetic,,,,
VP,see fairy,2,Biological,Biological,,,,
VP,see fairy and elf,4,Identity,Identity,,,,
VP,see hardy mountain resident,4,Identity,Identity,,,,
VP,see high altitude lagoon,4,Aesthetic,Aesthetic,,,,
VP,see lagoon,2,Identity,Identity,Y,,,
VP,see lagoon,2,Recreational,Identity,Y,"added, second frequent CES",,
VP,see lake,2,Aesthetic,Aesthetic,,,,Y
VP,see landscape,2,Aesthetic,Aesthetic,,,,
VP,see llama,2,Biological,Biological,,,,Y
VP,see lot of bird,4,Biological,Biological,,,,
VP,see many bird,3,Biological,Biological,,,,
VP,see many lake,3,Aesthetic,Aesthetic,,,,
VP,see many llama,3,Biological,Biological,,,CNP,
VP,see many waterfall,3,Aesthetic,Aesthetic,,,,
VP,see mountain,2,Aesthetic,Aesthetic,,,,
VP,see nature,2,Biological,Biological,,,,
VP,see rabbit,2,Biological,Biological,,,,
VP,see several bird,3,Biological,Biological,,,,
VP,see several lagoon,3,Aesthetic,Aesthetic,,,,
VP,see soul,2,Spiritual,Spiritual,,,,
VP,see spectacular landscape,3,Aesthetic,Aesthetic,,,,
VP,see spectacular mountain,3,Aesthetic,Aesthetic,,,,
VP,see tiny hummingbird nest,4,Biological,Biological,,,,
VP,see white hawk,3,Biological,Biological,,,,
VP,see wild llama,3,Biological,Biological,,,CNP,
VP,see wildlife,2,Biological,Biological,,,,
VP,see world treasure,3,Identity,Identity,,,,
VP,sell craft,2,Cultural,Recreational,,"replaced, manually",,
VP,serve to escape from everyday life,6,Spiritual,Spiritual,,,,
NP,several bird,2,Biological,Biological,,,,
NP,several hiking,2,Recreational,Recreational,,,,
NP,several hiking trail,3,Recreational,Recreational,,,,
NP,several lagoon,2,Identity,Identity,Y,,,Y
NP,several lagoon,2,Biological,Identity,Y,"added, second frequent CES",,Y
NP,several lake,2,Aesthetic,Aesthetic,,,,
NP,several llama,2,Biological,Biological,,,CNP,
NP,several route,2,Recreational,Recreational,,,,Y
NP,several specie,2,Biological,Biological,,,,
NP,several trail,2,Recreational,Recreational,,,,Y
VP,share lot of information about bird,6,Biological,Biological,,,,
VP,share moment of reflection,4,Spiritual,Spiritual,,,,
VP,share moment with friend,4,Social,Social,,,,
VP,share time with family,4,Social,Social,,,,
VP,share with child,3,Social,Social,,,,
VP,share with family,3,Social,Social,,,,
VP,share with tranquility,3,Spiritual,Spiritual,,,,
VP,share with tranquility of nature,5,Spiritual,Spiritual,,,,
NP,short hike,2,Recreational,Recreational,,,,Y
NP,short hike to see mountain,5,Recreational,Recreational,,,,
NP,short route,2,Recreational,Recreational,,,,
NP,short trail,2,Recreational,Recreational,,,,
NP,short walk,2,Recreational,Recreational,,,,Y
VP,sit by stream,3,Recreational,Recreational,,,,
VP,sit down for moment,4,Spiritual,Spiritual,,,,
VP,sit on edge of continental divide,6,Recreational,Recreational,,,,
VP,sit on grass,3,Recreational,Recreational,,,,
VP,sleep in tent,3,Recreational,Recreational,,,,
NP,small and large lake,4,Aesthetic,Aesthetic,,,,
NP,small flower,2,Biological,Biological,,,,
NP,small forest,2,Aesthetic,Aesthetic,,,,
NP,small hill,2,Aesthetic,Aesthetic,,,,
NP,small lagoon,2,Identity,Identity,,,,
NP,small lake,2,Aesthetic,Identity,Y,"added, manually",,Y
NP,small lake,2,Identity,Identity,Y,,,Y
NP,small river,2,Aesthetic,Aesthetic,,,,
NP,small stream,2,Identity,Identity,,,,
NP,small trail,2,Recreational,Recreational,,,,
NP,small walk,2,Recreational,Recreational,,,,
NP,small waterfall,2,Identity,Identity,,,,
NP,song of bird,3,Biological,Biological,,,,
NP,sound of bird,3,Biological,Biological,,,,
NP,source of inspiration,3,Spiritual,Spiritual,,,,
NP,south american condor,3,Biological,Biological,,,,
NP,southern Ecuador,2,Identity,Identity,,,CNP,
NP,space for family,3,Social,Social,,,,
NP,space for hiking,3,Recreational,Recreational,,,,
NP,space of peace,3,Spiritual,Spiritual,,,,
NP,special bird,2,Biological,Biological,,,,
NP,specie of bird,3,Biological,Biological,,,,
NP,specie of flora,3,Biological,Biological,,,,
NP,specie of hummingbird,3,Biological,Biological,,,,
NP,specie of orchid,3,Biological,Biological,,,,
NP,specie of plant,3,Biological,Biological,,,,
NP,specie of snake,3,Biological,Biological,,,,
NP,specie of vegetation,3,Biological,Biological,,,,
NP,species of plant,3,Biological,Biological,,,,
NP,specimen of flora,3,Biological,Biological,,,,
NP,spectacular lagoon,2,Identity,Identity,,,,
NP,spectacular landscape,2,Aesthetic,Aesthetic,,,,Y
NP,spectacular mountain valley,3,Aesthetic,Aesthetic,,,,
NP,spectacular natural area,3,Aesthetic,Aesthetic,,,,
NP,spectacular park,2,Identity,Identity,,,,
NP,spectacular photo,2,Aesthetic,Aesthetic,,,,
NP,spectacular place,2,Aesthetic,Aesthetic,,,,Y
NP,spectacular scenery,2,Aesthetic,Aesthetic,,,,Y
NP,spectacular view,2,Aesthetic,Aesthetic,,,,Y
NP,spectacular vista,2,Aesthetic,Aesthetic,,,,
VP,spend as family,3,Social,Social,,,,
VP,spend day hike,3,Recreational,Recreational,,,,
VP,spend day in park,4,Recreational,Recreational,,,,
VP,spend day in pure nature,5,Spiritual,Spiritual,,,,
VP,spend delightful day,3,Social,Social,,,,
VP,spend entire day,3,Recreational,Recreational,,,,
VP,spend few day,3,Recreational,Recreational,,,,
VP,spend few hour walk,4,Recreational,Recreational,,,,
VP,spend full day,3,Recreational,Recreational,,,,
VP,spend great time,3,Recreational,Recreational,,,,
VP,spend hour hike,3,Recreational,Recreational,,,,
VP,spend hour of hiking,4,Recreational,Recreational,,,,
VP,spend moment of relaxation,4,Spiritual,Spiritual,,,,
VP,spend morning with family,4,Social,Social,,,,
VP,spend night,2,Recreational,Recreational,,,,Y
VP,spend on trail,3,Recreational,Recreational,,,,
VP,spend several hour hike,4,Recreational,Recreational,,,,
VP,spend time hiking,3,Recreational,Recreational,,,,
VP,spend with family,3,Social,Social,,,,
NP,spiky vegetation,2,Biological,Biological,,,,
NP,spiritual connection,2,Spiritual,Spiritual,,,,
NP,spiritual peace,2,Spiritual,Spiritual,,,,
NP,spiritual place,2,Spiritual,Spiritual,,,,
NP,spiritual sanctuary,2,Spiritual,Spiritual,,,,
NP,spiritual seclusion,2,Spiritual,Spiritual,,,,
NP,spiritual site,2,Spiritual,Spiritual,,,,
NP,splendid landscape,2,Aesthetic,Aesthetic,,,,
NP,sport fish,2,Recreational,Recreational,,,,
NP,sport fishing,2,Recreational,Recreational,,,,Y
NP,sport fishing activity,3,Recreational,Recreational,,,,
NP,spot for birdwatching,3,Recreational,Recreational,,,,
NP,stark beauty,2,Aesthetic,Aesthetic,,,,
NP,starry sky,2,Aesthetic,Aesthetic,,,,
VP,start on trail,3,Recreational,Recreational,,,,
VP,stay camping,2,Recreational,Recreational,,,,
VP,stay overnight,2,Recreational,Recreational,,,,
NP,steep mountain,2,Aesthetic,Aesthetic,,,,
NP,stone mountain,2,Identity,Identity,,,,
VP,stop at viewpoint,3,Aesthetic,Aesthetic,,,,
VP,stop for lot of photo,5,Aesthetic,Aesthetic,,,,
VP,stop to take photo,4,Aesthetic,Aesthetic,,,,
VP,stop to take picture,4,Aesthetic,Aesthetic,,,,
NP,story of Lord,3,Spiritual,Spiritual,,,,
VP,straddle continental divide,3,Identity,Identity,,,,
NP,stream and lagoon,3,Identity,Identity,Y,,,
NP,stream and lagoon,3,Biological,Identity,Y,"added, second frequent CES",,
NP,stream and waterfall,3,Identity,Identity,,,,
VP,stroll around,2,Recreational,Recreational,,,,
NP,stroll around lake,3,Recreational,Recreational,,,,
VP,stroll down,2,Recreational,Recreational,,,,
VP,stroll through,2,Recreational,Recreational,,,,
VP,stroll through beautiful park,4,Recreational,Recreational,,,,
NP,stunning lake,2,Aesthetic,Aesthetic,,,,
NP,stunning landscape,2,Aesthetic,Aesthetic,,,,
NP,stunning mountain,2,Aesthetic,Aesthetic,,,,
NP,stunning paramo,2,Aesthetic,Aesthetic,,,CNP,
NP,stunning park,2,Identity,Identity,,,,
NP,stunning place,2,Aesthetic,Aesthetic,,,,
NP,stunning scenery,2,Aesthetic,Aesthetic,,,,
NP,stunning view,2,Aesthetic,Aesthetic,,,,
NP,stunning vista,2,Aesthetic,Aesthetic,,,,
NP,such beauty,2,Aesthetic,Aesthetic,,,,
NP,sugar cane,2,Biological,Biological,,,,
NP,surreal landscape,2,Aesthetic,Aesthetic,,,,
VP,surround by dense cloud,4,Aesthetic,Aesthetic,,,,
VP,surround by lake,3,Aesthetic,Aesthetic,,,,
VP,surround by mountain,3,Aesthetic,Aesthetic,,,,
VP,surround by nature,3,Spiritual,Spiritual,,,,
VP,surround by tranquility,3,Spiritual,Spiritual,,,,
VP,surround volcanic peak,3,Aesthetic,Aesthetic,,,,
VP,swim in,2,Recreational,Recreational,,,,
VP,swim in stream,3,Recreational,Recreational,,,,
NP,symbol of Andes,3,Identity,Identity,,,CNP,
VP,take amazing photo,3,Aesthetic,Aesthetic,,,,
VP,take day tour,3,Recreational,Recreational,,,,
VP,take day trip,3,Recreational,Recreational,,,,Y
VP,take easy trail,3,Recreational,Recreational,,,,
VP,take excursion,2,Recreational,Recreational,,,,
VP,take family photo,3,Social,Social,,,,
VP,take fishing rod,3,Recreational,Recreational,,,,
VP,take good photo,3,Aesthetic,Aesthetic,,,,
VP,take good photograph,3,Aesthetic,Aesthetic,,,,
VP,take great hike,3,Recreational,Recreational,,,,
VP,take high altitude walk,4,Recreational,Recreational,,,,
VP,take hike,2,Recreational,Recreational,,,,
VP,take long route,3,Recreational,Recreational,,,,
VP,take lot of photo,4,Aesthetic,Aesthetic,,,,
VP,take other trail,3,Recreational,Recreational,,,,
VP,take photo,2,Aesthetic,Aesthetic,,,,Y
VP,take photo of various plant,5,Biological,Biological,,,,
VP,take picture,2,Aesthetic,Aesthetic,,,,Y
VP,take plenty of photo,4,Recreational,Recreational,,,,
VP,take round walk,3,Recreational,Recreational,,,,
VP,take route,2,Recreational,Recreational,,,,
VP,take small walk,3,Recreational,Recreational,,,,
VP,take spectacular photo,3,Aesthetic,Aesthetic,,,,
VP,take trip,2,Recreational,Recreational,,,,
VP,take walk,2,Recreational,Recreational,,,,Y
VP,take with child,3,Social,Social,,,,
NP,tall grass,2,Biological,Biological,,,,
NP,thick fog,2,Aesthetic,Aesthetic,Y,,,
NP,thick fog,2,Identity,Aesthetic,Y,"added, second frequent CES",,
NP,thin air,2,Identity,Identity,,,,
NP,thousand of specie,3,Biological,Biological,,,,
NP,time with family,3,Social,Social,,,,
NP,tiny flower,2,Biological,Biological,,,,
NP,tiny orchid,2,Biological,Biological,,,,
NP,top of Andes,3,Identity,Identity,,,,
NP,touch of God,3,Spiritual,Spiritual,,,,
NP,touch with nature,3,Spiritual,Spiritual,,,,Y
NP,tough hike,2,Recreational,Recreational,,,,
VP,tour nature,2,Recreational,Recreational,,,,
VP,tour park,2,Recreational,Recreational,,,,
NP,trail and mountain,3,Identity,Identity,,,,
NP,trail around lake,3,Recreational,Recreational,,,,
NP,trail to hike,3,Recreational,Recreational,,,,
NP,tranquility for day,3,Spiritual,Spiritual,,,,
NP,tranquility of nature,3,Spiritual,Spiritual,,,,
NP,tranquility of place,3,Spiritual,Spiritual,,,,
NP,tranquility peace,2,Spiritual,Spiritual,,,,
NP,transparent water,2,Aesthetic,Aesthetic,,,,
VP,travel out to park with friend,6,Social,Social,,,,
VP,traverse beautiful scenery,3,Aesthetic,Aesthetic,,,,
NP,treasure of Ecuador,3,Identity,Identity,,,CNP,
NP,treasure of nature,3,Identity,Identity,,,,
NP,tree and flower,3,Biological,Biological,,,,
NP,tree line,2,Biological,Biological,,,,
NP,tree specie,2,Biological,Biological,,,,
VP,trek around,2,Recreational,Recreational,,,,
VP,trek easy trail,3,Recreational,Recreational,,,,
VP,trek from,2,Recreational,Recreational,,,,
VP,trek hike,2,Recreational,Recreational,,,,
VP,trek in,2,Recreational,Recreational,,,,
VP,trek in dream place,4,Recreational,Recreational,,,,
NP,trekking and camping,3,Recreational,Recreational,,,,
NP,trout dish,2,Recreational,Recreational,,,CNP,
NP,trout fishing,2,Recreational,Recreational,,,,Y
NP,trout for lunch,3,Recreational,Recreational,,,CNP,
NP,trout in lake,3,Biological,Biological,,,,
NP,trout lunch,2,Recreational,Recreational,,,,Y
VP,try local cuisine,3,Cultural,Social,,"replaced, second frequent CES",,
NP,type of bird,3,Biological,Biological,,,,
NP,type of opossum,3,Biological,Biological,,,,
NP,type of orchid,3,Biological,Biological,,,,
NP,typical andean paramo,3,Identity,Identity,,,CNP,
NP,unbeatable landscape,2,Aesthetic,Aesthetic,,,,
NP,unexpected landscape,2,Aesthetic,Aesthetic,,,,
NP,unforgettable landscape,2,Aesthetic,Aesthetic,,,,
NP,unique and magical place,4,Aesthetic,Aesthetic,,,,
NP,unique area,2,Identity,Identity,,,,
NP,unique climate,2,Identity,Identity,,,,
NP,unique ecosystem,2,Identity,Identity,Y,,,
NP,unique ecosystem,2,Biological,Identity,Y,"added, second frequent CES",,
NP,unique flora,2,Biological,Biological,,,,Y
NP,unique high altitude,3,Identity,Identity,,,,
NP,unique landscape,2,Aesthetic,Aesthetic,,,,Y
NP,unique mountain,2,Identity,Identity,,,,
NP,unique nature,2,Identity,Identity,,,,
NP,unique part of Ecuadorian Andes,5,Aesthetic,Aesthetic,,,CNP,
NP,unique place,2,Identity,Identity,,,,Y
NP,unique place in Andes,4,Aesthetic,Aesthetic,,,CNP,
NP,unique place in Ecuador,4,Identity,Identity,,,CNP,
NP,unique plant,2,Biological,Biological,,,,
NP,unique plant life,3,Biological,Biological,,,,
NP,unique vegetation,2,Biological,Biological,,,,
NP,unique view,2,Identity,Identity,,,,
NP,unmissable place,2,Identity,Identity,,,,
NP,unparalleled landscape,2,Aesthetic,Aesthetic,,,,
NP,untouched nature,2,Biological,Biological,,,,
NP,variety of animal,3,Biological,Biological,,,,
NP,variety of bird,3,Biological,Biological,,,,
NP,variety of flora,3,Biological,Biological,,,,
NP,variety of flower,3,Biological,Biological,,,,
NP,variety of lagoon,3,Biological,Biological,,,,
NP,variety of lake,3,Aesthetic,Aesthetic,,,,
NP,variety of lichen,3,Biological,Biological,,,,
NP,variety of plant,3,Biological,Biological,,,,
NP,variety of vegetation,3,Biological,Biological,,,,
NP,variety of wildlife,3,Biological,Biological,,,,
NP,various activity,2,Recreational,Recreational,,,,
NP,various bird,2,Biological,Biological,,,,
NP,various plant,2,Biological,Biological,,,,
NP,various trail,2,Recreational,Recreational,,,,
NP,vegetation and animal,3,Biological,Biological,,,,
NP,vegetation and fauna,3,Biological,Biological,,,,
VP,venture off on hike,4,Recreational,Recreational,,,,
NP,view and lake,3,Aesthetic,Aesthetic,,,,
NP,view and landscape,3,Aesthetic,Aesthetic,,,,
NP,view from top,3,Aesthetic,Aesthetic,,,,
NP,view of lagoon,3,Aesthetic,Aesthetic,,,,
NP,view of lake,3,Aesthetic,Aesthetic,,,,
NP,view of mountain,3,Aesthetic,Aesthetic,,,,
NP,view of park,3,Aesthetic,Aesthetic,,,,
VP,visit as family,3,Social,Social,,,,
VP,visit beautiful place,3,Aesthetic,Aesthetic,,,,
VP,visit high elevation,3,Identity,Identity,,,,
VP,visit high point,3,Recreational,Recreational,,,,
VP,visit national treasure,3,Identity,Identity,,,,
VP,visit park full of peace,5,Spiritual,Spiritual,,,,
VP,visit sanctuary,2,Spiritual,Spiritual,,,,
VP,visit shrine,2,Spiritual,Spiritual,,,,
NP,visit to sanctuary,3,Recreational,Recreational,,,,
VP,visit with family,3,Social,Social,,,,
VP,visit with friend,3,Social,Social,,,,
NP,volcanic activity,2,Identity,Identity,,,,
VP,walk about,2,Recreational,Recreational,,,,
NP,walk and fishing,3,Recreational,Recreational,,,,
VP,walk around,2,Recreational,Recreational,,,CNP,Y
VP,walk around lagoon,3,Recreational,Recreational,,,,
NP,walk around lake,3,Recreational,Recreational,,,,Y
VP,walk bit,2,Recreational,Recreational,,,,
VP,walk by lake,3,Recreational,Recreational,,,,
VP,walk calmly,2,Recreational,Recreational,,,,
VP,walk for,2,Recreational,Recreational,,,CNP,Y
VP,walk in,2,Recreational,Recreational,,,CNP,Y
VP,walk little bit,3,Recreational,Recreational,,,,
VP,walk little on mountain,4,Recreational,Recreational,,,,
VP,walk lot,2,Recreational,Recreational,,,,
VP,walk many trail,3,Recreational,Recreational,,,,
VP,walk off main path,4,Recreational,Recreational,,,,
VP,walk on,2,Recreational,Recreational,,,CNP,Y
VP,walk on trail,3,Recreational,Recreational,,,,
VP,walk part of trail,4,Recreational,Recreational,,,,
VP,walk path,2,Recreational,Recreational,,,,
VP,walk several of trail,4,Recreational,Recreational,,,,
VP,walk short distance,3,Recreational,Recreational,,,,
VP,walk slowly,2,Recreational,Recreational,,,,Y
VP,walk through,2,Recreational,Recreational,,,CNP,Y
VP,walk through paper tree forest,5,Aesthetic,Aesthetic,,,CNP,
VP,walk to,2,Recreational,Recreational,,,,Y
NP,walk towards lagoon,3,Recreational,Recreational,,,,
VP,walk trail,2,Recreational,Recreational,,,,Y
VP,walk up,2,Recreational,Recreational,,,,Y
VP,walk way,2,Recreational,Recreational,,,,
VP,walk whole time,3,Recreational,Recreational,,,,
VP,walk whole way,3,Recreational,Recreational,,,,
VP,walk with family,3,Social,Social,,,,
NP,walk with friend,3,Recreational,Recreational,,,,
NP,walking tour,2,Recreational,Recreational,,,,
VP,wander around,2,Recreational,Recreational,,,,
VP,wander in,2,Recreational,Recreational,,,,
VP,wander off trail,3,Recreational,Recreational,,,,
VP,want peaceful encounter with nature,5,Spiritual,Spiritual,,,,
VP,watch butterfly,2,Biological,Biological,,,,
NP,water reserve,2,Identity,Identity,,,,
NP,water source,2,Identity,Identity,,,,
NP,waterfall and lagoon,3,Aesthetic,Aesthetic,,,,
NP,waterfall and stream,3,Aesthetic,Aesthetic,,,,
NP,weather change,2,Biological,Biological,,,,
NP,whole family,2,Social,Social,,,,
NP,wild alpaca,2,Biological,Biological,,,CNP,
NP,wild animal,2,Biological,Biological,,,,
NP,wild fauna,2,Biological,Biological,,,,
NP,wild flower,2,Biological,Biological,,,,
NP,wild horse,2,Biological,Biological,,,,
NP,wild llama,2,Biological,Biological,,,CNP,Y
NP,wild nature,2,Biological,Biological,,,,
NP,wild place,2,Identity,Identity,,,,
NP,wilderness adventure,2,Identity,Identity,,,,
NP,wilderness view,2,Aesthetic,Aesthetic,,,,
NP,wonder of landscape,3,Aesthetic,Aesthetic,,,,
NP,wonder of nature,3,Aesthetic,Aesthetic,,,,Y
NP,wonder of world,3,Aesthetic,Aesthetic,,,,
NP,wonderful cloud,2,Aesthetic,Aesthetic,,,,
NP,wonderful hike,2,Recreational,Recreational,,,,
NP,wonderful hiking,2,Recreational,Recreational,,,,
NP,wonderful landscape,2,Aesthetic,Aesthetic,,,,Y
NP,wonderful nature,2,Aesthetic,Aesthetic,,,,
NP,wonderful park,2,Identity,Identity,,,,
NP,wonderful place,2,Aesthetic,Aesthetic,,,,Y
NP,wonderful plant,2,Biological,Biological,,,,
NP,wonderful river,2,Aesthetic,Aesthetic,,,,
NP,wonderful scenery,2,Aesthetic,Aesthetic,,,,
NP,wonderful view,2,Aesthetic,Aesthetic,,,,
NP,wonderful walk,2,Recreational,Recreational,,,,
NP,world heritage,2,Cultural,Cultural,,,,
NP,world heritage site,3,Cultural,Cultural,,,,
NP,world treasure,2,Identity,Identity,,,,
NP,worth hike,2,Recreational,Recreational,,,,
NP,young child,2,Social,Social,,,,
