Category,Phrase,CES,Multiple CES,CNP-specific
NP,incredible sight,Aesthetic,,CNP 
NP,incredible silence,Spiritual,, 
NP,incredible trail,Recreational,,CNP 
NP,incredible view,Aesthetic,,CNP 
NP,incredible vista,Aesthetic,,CNP 
NP,incredible walk,Recreational,,CNP 
NP,indescribable beauty,Aesthetic,,CNP 
NP,indescribable landscape,Aesthetic,,CNP
NP,indian art,Cultural,, 
NP,indian artifact,Cultural,, 
NP,indian artwork,Cultural,, 
NP,indian craft,Cultural,, 
NP,indian culture,Cultural,, 
NP,indian drawing,Cultural,, 
NP,indian dwelling,Cultural,, 
NP,indian history,Cultural,, 
NP,indian jewelry,Cultural,, 
NP,indian museum,Cultural,, 
NP,indian painting,Cultural,, 
NP,indian petroglyph,Cultural,, 
NP,indian petroglyphs,Cultural,, 
NP,indian reservation,Identity,1, 
NP,indian reservation,Cultural,2, 
NP,indian ruin,Identity,, 
NP,indian tribe,Cultural,, 
NP,indian village,Cultural,, 
NP,information and history,Educational,, 
NP,informative exhibit,Educational,, 
NP,informative film,Educational,, 
NP,informative ranger,Educational,, 
NP,inner peace,Spiritual,,CNP 
VP,inspire experience,Spiritual,, 
VP,inspire peace,Spiritual,,CNP
VP,inspire tranquility,Spiritual,,CNP
VP,inspire view,Aesthetic,, 
NP,inspiring view,Aesthetic,, 
VP,interact in their natural habitat,Biological,, 
VP,interact with kid,Social,, 
NP,interesting bird,Biological,,CNP 
NP,interesting exhibit,Educational,, 
NP,interesting flora,Biological,,CNP 
NP,interesting formation,Identity,, 
NP,interesting geology,Educational,, 
NP,interesting history,Educational,, 
NP,interesting landscape,Aesthetic,1,CNP 
NP,interesting landscape,Educational,2,CNP 
NP,interesting museum,Recreational,1, 
NP,interesting museum,Cultural,2, 
NP,interesting plant,Biological,,CNP 
NP,interesting scenery,Aesthetic,, 
NP,interesting story,Educational,, 
NP,interesting view,Aesthetic,, 
NP,interesting wildlife,Biological,, 
NP,international importance,Cultural,,CNP
NP,international recognition,Identity,,CNP
VP,invite for perfect spiritual connection,Spiritual,,CNP
NP,jagged mountain,Identity,,CNP 
NP,jewel of nature,Aesthetic,,CNP 
VP,join friend,Social,,CNP
VP,join ranger program,Educational,, 
VP,jump in for swim,Recreational,, 
VP,jump in water,Recreational,, 
NP,junior ranger,Educational,, 
NP,junior ranger badge,Educational,, 
NP,junior ranger program,Educational,, 
NP,kayak and canoe,Recreational,, 
VP,kayak around,Recreational,, 
VP,kayak in,Recreational,, 
VP,kayak on,Recreational,, 
NP,kayak or canoe,Recreational,, 
NP,kayak tour,Recreational,, 
NP,kid and family,Social,,CNP 
VP,know history,Educational,, 
VP,know history of cave,Educational,, 
VP,know local wildlife,Biological,,CNP
NP,knowledgeable guide,Educational,, 
NP,knowledgeable ranger,Educational,, 
NP,lagoon and bird,Biological,,CNP
NP,lagoon and forest,Biological,,CNP
NP,lagoon and landscape,Aesthetic,1,CNP
NP,lagoon and landscape,Identity,2,CNP
NP,lagoon and landscape,Biological,3,CNP
NP,lagoon and landscape,Biological,3,CNP
NP,lagoon and llama,Biological,,CNP
NP,lagoon and mountain,Aesthetic,,CNP
NP,lagoon and nature,Aesthetic,1,CNP
NP,lagoon and nature,Biological,2,CNP
NP,lagoon and stream,Identity,,CNP
NP,lagoon and trail,Identity,,CNP
NP,lagoon and waterfall,Aesthetic,,CNP
NP,lagoon and wetland,Aesthetic,1,CNP
NP,lagoon and wetland,Biological,2,CNP
NP,lagoon mountain,Identity,,CNP
NP,lake and lagoon,Identity,1,CNP
NP,lake and lagoon,Recreational,2,CNP
NP,lake and landscape,Aesthetic,,CNP 
NP,lake and mountain,Aesthetic,,CNP 
NP,lake and plant,Biological,,CNP
NP,lake and pond,Identity,,CNP 
NP,lake and river,Identity,,CNP 
NP,lake and stream,Identity,1,CNP 
NP,lake and stream,Recreational,2,CNP 
NP,lake and stream,Biological,3,CNP 
NP,lake and stream,Biological,3,CNP 
NP,lake and water,Aesthetic,,CNP 
NP,lake and waterfall,Aesthetic,,CNP 
VP,lake for trout fishing,Recreational,,CNP
NP,landscape and ecosystem,Aesthetic,1,CNP 
NP,landscape and ecosystem,Biological,2,CNP 
NP,landscape and lagoon,Identity,,CNP
NP,landscape and nature,Aesthetic,,CNP 
NP,landscape and vegetation,Biological,,CNP 
NP,landscape and view,Aesthetic,,CNP 
NP,landscape between mountain,Aesthetic,,CNP
NP,landscape of lagoon,Aesthetic,1,CNP
NP,landscape of lagoon,Identity,2,CNP
NP,landscape of mountain,Identity,,CNP 
NP,landscape of nature,Aesthetic,,CNP 
NP,landscape of paramo,Aesthetic,1,CNP
NP,landscape of paramo,Recreational,2,CNP
NP,large alligator,Biological,, 
NP,large bird,Biological,, 
NP,large cave,Identity,, 
NP,large geyser,Identity,, 
NP,large hummingbird,Biological,,CNP
NP,large lagoon,Identity,,CNP
NP,large lake,Identity,,CNP 
NP,large rock formation,Aesthetic,, 
NP,large sequoia,Biological,, 
NP,large tree,Biological,, 
NP,lava flow,Identity,, 
VP,learn about alpine,Educational,, 
VP,learn about appalachian culture,Educational,, 
VP,learn about architect,Educational,, 
VP,learn about bat,Educational,, 
VP,learn about big tree,Educational,, 
VP,learn about borax,Educational,, 
VP,learn about conservation,Educational,, 
VP,learn about culture,Cultural,, 
VP,learn about different altitude,Educational,,CNP
VP,learn about different native plant,Educational,, 
VP,learn about dune,Educational,, 
VP,learn about ecology,Educational,, 
VP,learn about ecosystem,Educational,,CNP
VP,learn about ecuadorian geology,Educational,,CNP
VP,learn about environment,Educational,, 
VP,learn about fascinating geology,Educational,, 
VP,learn about fauna,Educational,, 
VP,learn about flora,Educational,,CNP 
VP,learn about flora and fauna,Educational,, 
VP,learn about fossil,Educational,, 
VP,learn about geography,Educational,, 
VP,learn about geological history,Educational,, 
VP,learn about geology,Educational,, 
VP,learn about geology and history,Educational,, 
VP,learn about geyser,Educational,, 
VP,learn about glacier,Educational,, 
VP,learn about hike,Educational,, 
VP,learn about history,Educational,,CNP 
VP,learn about island,Educational,, 
VP,learn about its rich past,Educational,, 
VP,learn about its rich past and history,Educational,, 
VP,learn about lake,Educational,, 
VP,learn about landscape,Educational,, 
VP,learn about local culture,Cultural,, 
VP,learn about local environment,Educational,, 
VP,learn about local history,Educational,, 
VP,learn about local wildlife,Educational,, 
VP,learn about man,Educational,, 
VP,learn about mangrove,Educational,, 
VP,learn about native american design,Educational,, 
VP,learn about native people,Educational,, 
VP,learn about natural history,Educational,, 
VP,learn about nature,Educational,, 
VP,learn about original settler,Educational,, 
VP,learn about park,Educational,,CNP
VP,learn about park and its history,Educational,, 
VP,learn about park history,Educational,, 
VP,learn about past,Educational,, 
VP,learn about pioneer,Educational,, 
VP,learn about plant,Educational,1, 
VP,learn about plant,Biological,2, 
VP,learn about Puebloan people,Educational,1, 
VP,learn about Puebloan people,Cultural,2, 
VP,learn about rock,Educational,, 
VP,learn about rock formation,Educational,, 
VP,learn about science,Educational,, 
VP,learn about sequoia,Educational,, 
VP,learn about sequoia tree,Educational,, 
VP,learn about some history,Educational,, 
VP,learn about star,Educational,, 
VP,learn about tree,Educational,, 
VP,learn about vegetation,Educational,, 
VP,learn all history,Educational,, 
VP,learn amazing history,Educational,, 
VP,learn bit about history,Educational,, 
VP,learn geological history,Educational,, 
VP,learn geology,Educational,, 
VP,learn history of cave,Educational,, 
VP,learn history of park,Educational,, 
VP,learn history of place,Educational,, 
VP,learn lot about bat,Educational,, 
VP,learn lot about canyon,Educational,, 
VP,learn lot about cave,Educational,, 
VP,learn lot about ecosystem,Educational,, 
VP,learn lot about elk,Educational,, 
VP,learn lot about flora,Educational,, 
VP,learn lot about flora and fauna,Educational,, 
VP,learn lot about formation,Educational,, 
VP,learn lot about geological history,Educational,, 
VP,learn lot about geology,Educational,, 
VP,learn lot about glacier,Educational,, 
VP,learn lot about history,Educational,, 
VP,learn lot about tree,Educational,, 
VP,learn lot about volcano,Educational,, 
VP,learn lot about wildlife,Educational,, 
VP,learn lot from ranger,Educational,, 
VP,learn lot history,Educational,, 
VP,learn lot of history,Educational,, 
VP,learn lot of history about lake,Educational,, 
VP,learn lot of history of area,Educational,, 
VP,learn more about canyon,Educational,, 
VP,learn more about cave,Educational,, 
VP,learn more about cavern,Educational,, 
VP,learn more about desert,Educational,, 
VP,learn more about formation,Educational,, 
VP,learn more about geology,Educational,, 
VP,learn more about geyser,Educational,, 
VP,learn more about history,Educational,, 
VP,learn more about people,Educational,, 
VP,learn more about plant,Educational,, 
VP,learn more about tree,Educational,, 
VP,learn more about wildlife,Educational,, 
VP,learn more history,Educational,, 
VP,learn more of history,Educational,, 
VP,learn much about history,Educational,, 
VP,learn of history,Educational,, 
VP,learn science,Educational,, 
VP,learn some geology,Educational,, 
VP,learn some interesting history,Educational,, 
VP,learn to fish,Educational,, 
VP,learn to fly fish,Educational,,CNP
VP,learn to ski,Recreational,, 
NP,learning experience,Educational,, 
VP,leave by gold miner,Identity,, 
VP,leave civilisation,Spiritual,,CNP
VP,leave memory for lifetime,Spiritual,1, 
VP,leave memory for lifetime,Educational,2, 
VP,leave memory for lifetime,Cultural,3, 
VP,leave memory for lifetime,Cultural,3, 
NP,leisurely drive,Recreational,, 
NP,leisurely walk,Recreational,, 
VP,lie down,Recreational,, 
VP,lie on beach,Recreational,, 
NP,lifetime experience,Spiritual,1, 
NP,lifetime experience,Educational,2, 
NP,lifetime opportunity,Identity,, 
VP,light up hoodoo,Aesthetic,, 
NP,lily pad,Biological,, 
VP,listen to bird,Biological,,CNP 
VP,listen to breeze,Spiritual,, 
VP,listen to earth,Spiritual,, 
VP,listen to history,Educational,, 
VP,listen to lecture,Educational,, 
VP,listen to nature,Spiritual,, 
VP,listen to peace,Spiritual,, 
VP,listen to quietness,Spiritual,, 
VP,listen to ranger talk,Educational,, 
VP,listen to river,Spiritual,, 
VP,listen to sermon,Spiritual,, 
VP,listen to silence,Spiritual,,CNP 
VP,listen to sound,Identity,1,
VP,listen to sound,Educational,2,
VP,listen to sound of bird,Biological,,CNP
VP,listen to sound of nature,Spiritual,, 
VP,listen to stillness,Spiritual,, 
VP,listen to story,Educational,, 
VP,listen to stream,Spiritual,, 
VP,listen to water,Recreational,, 
VP,listen to waterfall,Aesthetic,, 
VP,listen to wave,Aesthetic,1, 
VP,listen to wave,Recreational,2, 
VP,listen to wave,Spiritual,3, 
VP,listen to wave,Spiritual,3, 
VP,listen to wind,Spiritual,, 
NP,little bird,Biological,,CNP 
NP,little cabin,Recreational,, 
NP,little chipmunk,Biological,, 
NP,little fauna,Biological,,CNP 
NP,little kid,Social,, 
NP,little lake,Identity,,CNP 
NP,little museum,Educational,, 
NP,little oxygen,Identity,,CNP 
NP,little picnic,Recreational,, 
NP,little plant,Biological,,CNP 
NP,little solitude,Spiritual,, 
NP,little waterfall,Aesthetic,, 
VP,live local community,Social,,CNP
NP,llama along way,Biological,,CNP
NP,llama and alpaca,Biological,,CNP
NP,llama by side,Biological,,CNP
NP,llama grazing,Biological,,CNP
NP,llama in wild,Biological,,CNP
NP,llama or vicu,Biological,,CNP
VP,load with good energy,Spiritual,,CNP
NP,local craft,Cultural,, 
NP,local culture,Cultural,, 
NP,local flora,Biological,,CNP 
NP,local friend,Social,,CNP 
NP,local history,Cultural,, 
NP,local wildlife,Biological,, 
NP,long drive,Recreational,, 
NP,long excursion,Recreational,,CNP 
NP,long hike,Recreational,,CNP 
NP,long horn sheep,Biological,, 
NP,long route,Recreational,,CNP 
NP,long trail,Recreational,,CNP 
NP,long walk,Recreational,,CNP 
NP,longhorn sheep,Biological,, 
VP,look at historic building,Cultural,, 
VP,look at lake,Aesthetic,, 
VP,look at nature,Aesthetic,, 
VP,look at plant,Biological,, 
VP,look at scenery,Aesthetic,, 
VP,look at star,Recreational,, 
VP,look at view,Aesthetic,, 
VP,look for bird,Recreational,1,CNP
VP,look for bird,Biological,2,CNP
VP,look for direct contact with nature,Spiritual,,CNP
VP,look for great hike,Recreational,,CNP
VP,look for little peace,Spiritual,,CNP
VP,look for peace,Spiritual,, 
VP,look for quiet place,Spiritual,,CNP
VP,look for solitude,Spiritual,, 
VP,look like moonscape,Aesthetic,, 
VP,look like painting,Aesthetic,, 
VP,look like postcard,Aesthetic,,CNP 
VP,look over canyon,Aesthetic,, 
VP,look over cliff,Aesthetic,, 
VP,look over edge,Aesthetic,1, 
VP,look over edge,Identity,2, 
VP,look over fall,Recreational,, 
VP,look over mountain,Aesthetic,, 
VP,look over rim,Aesthetic,, 
VP,look over valley,Aesthetic,, 
VP,look so surreal,Aesthetic,, 
VP,look through telescope,Educational,, 
VP,look up at canyon,Recreational,, 
VP,look up at cliff,Recreational,, 
VP,look up at fall,Aesthetic,1, 
VP,look up at fall,Recreational,2, 
VP,look up at hoodoo,Identity,1, 
VP,look up at hoodoo,Educational,2, 
VP,look up at mountain,Aesthetic,, 
VP,look up at rock,Aesthetic,, 
VP,look up in tree,Biological,, 
VP,look up mountain,Aesthetic,, 
NP,loop drive,Recreational,, 
NP,loop trail,Recreational,, 
NP,lot of alligator,Biological,, 
NP,lot of animal,Biological,, 
NP,lot of bird,Biological,,CNP 
NP,lot of birdlife,Biological,,CNP 
NP,lot of bison,Biological,, 
NP,lot of buffalo,Biological,, 
NP,lot of chipmunk,Biological,, 
NP,lot of Elk,Biological,, 
NP,lot of flora,Biological,,CNP 
NP,lot of flower,Biological,, 
NP,lot of fog,Identity,,CNP 
NP,lot of geyser,Identity,1, 
NP,lot of geyser,Biological,2, 
NP,lot of history,Educational,, 
NP,lot of hummingbird,Biological,,CNP 
NP,lot of lagoon,Aesthetic,,CNP
NP,lot of lake,Identity,,CNP 
NP,lot of lizard,Biological,, 
NP,lot of llama,Biological,,CNP
NP,lot of moss,Biological,, 
NP,lot of peace,Spiritual,,CNP 
NP,lot of photo,Aesthetic,,CNP 
NP,lot of picture,Aesthetic,, 
NP,lot of scenery,Aesthetic,, 
NP,lot of solitude,Spiritual,, 
NP,lot of squirrel,Biological,, 
NP,lot of tree,Biological,, 
NP,lot of turkey,Biological,, 
NP,lot of vegetation,Biological,,CNP 
NP,lot of walking,Recreational,, 
NP,lot of wildflower,Aesthetic,1, 
NP,lot of wildflower,Biological,2, 
NP,lot of wildlife,Biological,,CNP 
VP,love drive,Recreational,, 
VP,love fishing,Recreational,,CNP
VP,love hearing about history,Educational,, 
VP,love hike,Recreational,,CNP 
VP,love historic building,Cultural,, 
VP,love historical building,Cultural,, 
VP,love history,Educational,, 
VP,love lake,Aesthetic,, 
VP,love landscape,Aesthetic,,CNP 
VP,love loop drive,Recreational,, 
VP,love mountain,Aesthetic,, 
VP,love nature,Aesthetic,, 
VP,love night sky program,Aesthetic,1, 
VP,love night sky program,Educational,2, 
VP,love outdoor,Recreational,, 
VP,love panoramic view,Aesthetic,, 
VP,love peace,Spiritual,,CNP 
VP,love playing,Recreational,, 
VP,love rock climbing,Recreational,, 
VP,love rock formation,Aesthetic,1, 
VP,love rock formation,Identity,2, 
VP,love rock formation,Recreational,3, 
VP,love rock formation,Recreational,3, 
VP,love scenery,Aesthetic,, 
VP,love solitude,Spiritual,, 
VP,love sunset,Aesthetic,, 
VP,love this drive,Recreational,, 
VP,love this hike,Recreational,, 
VP,love this overlook,Aesthetic,, 
VP,love this scenic drive,Aesthetic,, 
VP,love trail,Recreational,, 
VP,love view,Aesthetic,, 
VP,love view in peaceful place,Aesthetic,1,CNP
VP,love view in peaceful place,Spiritual,2,CNP
VP,love walk,Recreational,, 
VP,love waterfall,Aesthetic,, 
VP,love wildflower,Biological,, 
VP,love wildlife,Biological,, 
NP,lovely area,Aesthetic,,CNP 
NP,lovely hike,Recreational,,CNP 
NP,lovely lake,Aesthetic,,CNP 
NP,lovely little lake,Aesthetic,,CNP 
NP,lovely national park,Aesthetic,,CNP 
NP,lovely park,Aesthetic,,CNP 
NP,lovely picnic,Recreational,, 
NP,lovely scenery,Aesthetic,,CNP 
NP,lovely view,Aesthetic,,CNP 
NP,lovely walk,Recreational,,CNP 
NP,low cloud,Identity,,CNP 
NP,lush forest,Biological,, 
NP,lush vegetation,Biological,,CNP 
NP,magic of nature,Spiritual,,CNP 
NP,magic place,Spiritual,,CNP 
NP,magical landscape,Aesthetic,,CNP 
NP,magical place,Spiritual,,CNP 
NP,magnificent Andes,Aesthetic,1,CNP
NP,magnificent Andes,Identity,2,CNP
NP,magnificent mountain,Aesthetic,,CNP 
NP,magnificent national park,Aesthetic,,CNP 
NP,magnificent place,Aesthetic,,CNP 
NP,magnificent scenery,Aesthetic,, 
NP,magnificent tree,Biological,, 
NP,magnificent view,Aesthetic,,CNP 
NP,magnificent vista,Aesthetic,, 
VP,maintain our national park,Identity,1, 
VP,maintain our national park,Educational,2, 
NP,majestic beauty,Aesthetic,, 
NP,majestic lagoon,Aesthetic,,CNP
NP,majestic landscape,Aesthetic,,CNP 
NP,majestic mountain,Aesthetic,,CNP 
NP,majestic peak,Aesthetic,1, 
NP,majestic peak,Identity,2, 
NP,majestic place,Aesthetic,,CNP 
NP,majestic scenery,Aesthetic,, 
NP,majestic tree,Aesthetic,1, 
NP,majestic tree,Biological,2, 
NP,majestic view,Aesthetic,, 
VP,make campfire,Recreational,,CNP
VP,make climb,Recreational,, 
VP,make for great photo,Aesthetic,, 
VP,make for perfect solo hiking,Recreational,,CNP
VP,make friend,Social,,CNP 
VP,make hike,Recreational,, 
VP,make it all way,Recreational,, 
,make it to lake,Recreational,,
VP,make jewelry,Cultural,, 
VP,make memory,Spiritual,, 
VP,make memory with family,Social,, 
VP,make new friend,Social,,CNP
VP,make short hike,Recreational,, 
VP,make short walk,Recreational,, 
VP,make smore,Recreational,, 
VP,make snow,Recreational,, 
VP,make this hike,Recreational,, 
VP,make walk,Recreational,, 
NP,male elk,Biological,, 
NP,mama bear,Biological,, 
NP,many alligator,Biological,, 
NP,many animal,Biological,,CNP 
NP,many beautiful view,Aesthetic,, 
NP,many bird,Biological,,CNP 
NP,many bison,Biological,, 
NP,many buffalo,Biological,, 
NP,many deer,Biological,, 
NP,many different specie,Biological,,CNP 
NP,many elk,Biological,, 
NP,many flower,Biological,,CNP 
NP,many geyser,Identity,, 
NP,many great view,Aesthetic,, 
NP,many hiking trail,Recreational,,CNP 
NP,many historic building,Cultural,, 
NP,many hummingbird,Biological,,CNP 
NP,many lagoon,Biological,,CNP 
NP,many lake,Identity,,CNP 
NP,many llama,Biological,,CNP
NP,many microclimate,Aesthetic,1,CNP 
NP,many microclimate,Identity,2,CNP 
NP,many outdoor activity,Recreational,,CNP 
NP,many overlook,Aesthetic,, 
NP,many photo,Aesthetic,,CNP 
NP,many photo opportunity,Aesthetic,, 
NP,many picture,Aesthetic,,CNP 
NP,many route,Recreational,,CNP 
NP,many scenic view,Aesthetic,, 
NP,many small lake,Identity,,CNP 
NP,many specie,Biological,,CNP 
NP,many trail,Recreational,,CNP 
NP,many tree,Biological,, 
NP,many viewpoint,Aesthetic,, 
NP,many waterfall,Aesthetic,1,CNP 
NP,many waterfall,Identity,2,CNP 
NP,marine life,Biological,, 
NP,marked trail,Recreational,,CNP 
VP,marvel at view,Aesthetic,, 
NP,massive tree,Biological,, 
VP,meander around,Recreational,, 
VP,meander through,Recreational,, 
VP,meet andean moorland,Identity,1,CNP
VP,meet andean moorland,Recreational,2,CNP
VP,meet andean moorland,Biological,3,CNP
VP,meet andean moorland,Biological,3,CNP
VP,meet another family,Social,, 
VP,meet deer,Biological,,CNP
VP,meet exotic landscape,Aesthetic,,CNP
VP,meet llama,Biological,,CNP
VP,meet other kind of people,Social,,CNP
VP,meet people,Social,,CNP 
VP,meet people on way,Social,,CNP
VP,meet up with friend,Social,, 
VP,meet up with my husband,Social,, 
VP,meet up with other hiker,Social,, 
VP,meet up with park ranger,Social,, 
VP,meet up with people,Social,, 
VP,meet up with some friend,Social,, 
VP,meet with family,Social,,CNP
VP,meet wonderful people,Social,,CNP
NP,memorable experience,Recreational,1, 
NP,memorable experience,Spiritual,2, 
NP,memorable hike,Recreational,,CNP 
NP,meteor shower,Aesthetic,, 
NP,middle of mountain,Aesthetic,1,CNP 
NP,middle of mountain,Identity,2,CNP 
NP,middle of nature,Spiritual,,CNP 
NP,migratory bird,Biological,,CNP 
NP,mineral deposit,Biological,, 
NP,miniature forest,Identity,,CNP 
NP,mirror lake,Identity,, 
NP,moderate hike,Recreational,,CNP 
NP,moderate trail,Recreational,, 
NP,moderate walk,Recreational,, 
NP,moment of peace,Spiritual,,CNP 
NP,moment of silence,Spiritual,, 
NP,moment with family,Social,,CNP 
NP,moment with friend,Social,,CNP
NP,momma bear,Biological,, 
NP,more alligator,Biological,, 
NP,more bison,Biological,, 
NP,more solitude,Spiritual,, 
NP,more wildlife,Biological,, 
NP,morning hike,Recreational,, 
NP,morning sunrise,Aesthetic,, 
NP,mossy cave,Identity,, 
NP,mother bear,Biological,, 
NP,mother earth,Identity,1,CNP 
NP,mother earth,Biological,2,CNP 
NP,mother nature,Aesthetic,1, 
NP,mother nature,Spiritual,2, 
NP,mother nature,Biological,3, 
NP,mother nature,Biological,3, 
NP,motorcycle trip,Recreational,, 
NP,mountain air,Spiritual,, 
NP,mountain and cloud,Aesthetic,,CNP 
NP,mountain and forest,Aesthetic,1, 
NP,mountain and forest,Identity,2, 
NP,mountain and forest,Biological,3, 
NP,mountain and forest,Biological,3, 
NP,mountain and lagoon,Identity,,CNP
NP,mountain and lake,Identity,,CNP 
NP,mountain and scenery,Aesthetic,, 
NP,mountain and trail,Recreational,,CNP 
NP,mountain and valley,Aesthetic,1, 
NP,mountain and valley,Identity,2, 
NP,mountain bike,Recreational,, 
NP,mountain biking,Recreational,, 
NP,mountain climbing,Recreational,, 
NP,mountain drive,Recreational,, 
NP,mountain driving,Recreational,, 
NP,mountain ecosystem,Biological,,CNP 
NP,mountain farm,Identity,, 
NP,mountain forest,Biological,,CNP 
NP,mountain goat,Biological,, 
NP,mountain lake,Aesthetic,,CNP 
NP,mountain landscape,Aesthetic,,CNP 
NP,mountain meadow,Identity,1, 
NP,mountain meadow,Biological,2, 
NP,mountain peak,Identity,, 
NP,mountain range,Identity,,CNP 
NP,mountain ridge,Identity,, 
NP,mountain scenery,Aesthetic,,CNP 
NP,mountain stream,Aesthetic,1, 
NP,mountain stream,Recreational,2, 
NP,mountain top,Identity,, 
NP,mountain trout,Biological,,CNP
NP,mountain view,Aesthetic,,CNP 
NP,mountain vista,Aesthetic,1,CNP 
NP,mountain vista,Identity,2,CNP 
NP,much beauty,Aesthetic,,CNP 
NP,much history,Cultural,, 
NP,much peace,Spiritual,,CNP 
NP,much wildlife,Biological,, 
NP,mud pot,Cultural,, 
NP,mud volcano,Biological,, 
NP,mule deer,Biological,, 
NP,mule train,Recreational,, 
NP,multiple lagoon,Identity,,CNP
NP,multiple trail,Recreational,,CNP 
NP,mystical experience,Spiritual,,CNP 
NP,mystical place,Spiritual,,CNP 
NP,national and international title,Cultural,,CNP
NP,national forest,Biological,, 
NP,national gem,Identity,, 
NP,national monument,Cultural,, 
NP,national reserve,Identity,,CNP 
NP,national treasure,Identity,,CNP 
NP,native American,Cultural,, 
NP,native american art,Cultural,, 
NP,native american artifact,Cultural,, 
NP,native american artist,Cultural,, 
NP,native american craft,Cultural,, 
NP,native american culture,Cultural,, 
NP,native american history,Cultural,, 
NP,native american jewelry,Cultural,, 
NP,native american ruin,Cultural,, 
NP,native american tribe,Cultural,, 
NP,native american village,Cultural,, 
NP,native Americans,Cultural,, 
NP,native animal,Biological,, 
NP,native art,Cultural,, 
NP,native bird,Biological,, 
NP,native culture,Cultural,, 
NP,native fauna,Biological,,CNP 
NP,native history,Cultural,, 
NP,native indian,Cultural,, 
NP,native Indians,Cultural,, 
NP,native people,Cultural,, 
NP,native plant,Biological,, 
NP,native polylepis,Biological,,CNP
NP,native vegetation,Biological,, 
NP,native wildlife,Biological,, 
NP,natural arch,Aesthetic,1, 
NP,natural arch,Identity,2, 
NP,natural attraction,Aesthetic,1, 
NP,natural attraction,Identity,2, 
NP,natural attraction,Recreational,3, 
NP,natural attraction,Recreational,3, 
NP,natural beauty,Aesthetic,,CNP 
NP,natural diversity,Identity,,CNP 
NP,natural environment,Biological,,CNP 
NP,natural habitat,Biological,,CNP 
NP,natural heritage,Identity,1,CNP 
NP,natural heritage,Educational,2,CNP 
NP,natural heritage,Cultural,3,CNP 
NP,natural heritage,Cultural,3,CNP 
NP,natural history,Educational,,CNP 
NP,natural lagoon,Aesthetic,,CNP
NP,natural lake,Aesthetic,,CNP 
NP,natural landscape,Aesthetic,,CNP 
NP,natural paradise,Aesthetic,1,CNP 
NP,natural paradise,Identity,2,CNP 
NP,natural paradise,Social,3,CNP 
NP,natural paradise,Social,3,CNP 
NP,natural park,Identity,,CNP 
NP,natural phenomenon,Biological,, 
NP,natural reserve,Identity,,CNP 
NP,natural vegetation,Biological,,CNP 
NP,natural wonder,Identity,,CNP 
NP,nature and history,Cultural,, 
NP,nature and landscape,Aesthetic,1,CNP 
NP,nature and landscape,Identity,2,CNP 
NP,nature and peace,Spiritual,,CNP 
NP,nature reserve,Biological,,CNP 
NP,new specie,Biological,,CNP 
NP,nice beach,Aesthetic,, 
NP,nice breeze,Aesthetic,, 
NP,nice campground,Recreational,, 
NP,nice day trip,Recreational,,CNP 
NP,nice drive,Recreational,, 
NP,nice easy hike,Recreational,, 
NP,nice easy trail,Recreational,, 
NP,nice easy walk,Recreational,, 
NP,nice exhibit,Educational,, 
NP,nice fall,Aesthetic,, 
NP,nice hike,Recreational,,CNP 
NP,nice hiking trail,Recreational,,CNP 
NP,nice history,Cultural,, 
NP,nice lake,Aesthetic,, 
NP,nice landscape,Aesthetic,,CNP 
NP,nice little hike,Recreational,, 
NP,nice little museum,Educational,, 
NP,nice lunch,Social,, 
NP,nice museum,Educational,, 
NP,nice overlook,Aesthetic,, 
NP,nice photo,Aesthetic,, 
NP,nice picnic,Recreational,, 
NP,nice picnic area,Recreational,, 
NP,nice rock formation,Identity,,CNP 
NP,nice scenery,Aesthetic,,CNP 
NP,nice scenic drive,Aesthetic,, 
NP,nice short hike,Recreational,, 
NP,nice short trail,Recreational,, 
NP,nice short walk,Recreational,, 
NP,nice swimming,Recreational,, 
NP,nice tour,Recreational,,CNP 
NP,nice trail,Recreational,,CNP 
NP,nice view,Aesthetic,,CNP 
NP,nice viewpoint,Aesthetic,, 
NP,nice walk,Recreational,,CNP 
NP,nice waterfall,Aesthetic,, 
NP,night program,Recreational,, 
NP,night sky,Aesthetic,, 
NP,night sky program,Educational,, 
NP,number of lagoon,Identity,,CNP
NP,number of lake,Identity,,CNP 
NP,number of waterfall,Aesthetic,,CNP 
NP,numerous lake,Identity,,CNP 
NP,numerous waterfall,Identity,, 
NP,oak tree,Biological,, 
NP,observation deck,Educational,, 
NP,observation point,Recreational,, 
NP,observation tower,Recreational,, 
VP,observe animal,Biological,,CNP 
VP,observe beautiful bird,Biological,,CNP
VP,observe beauty,Aesthetic,, 
VP,observe bird,Biological,,CNP
VP,observe canyon,Aesthetic,, 
VP,observe color change,Aesthetic,, 
VP,observe geyser,Recreational,, 
VP,observe interesting plant,Biological,,CNP
VP,observe lagoon,Identity,,CNP
VP,observe landscape,Aesthetic,1,CNP
VP,observe landscape,Recreational,2,CNP
VP,observe magic of nature in complete silence,Spiritual,,CNP
VP,observe mountain,Aesthetic,, 
VP,observe nature,Biological,,CNP 
VP,observe scenery,Aesthetic,, 
VP,observe sunrise,Aesthetic,, 
VP,observe sunset,Aesthetic,1, 
VP,observe sunset,Recreational,2, 
VP,observe wildlife,Biological,, 
NP,ocean view,Aesthetic,, 
NP,ocean wave,Aesthetic,, 
VP,offer amazing view,Aesthetic,, 
VP,offer awesome view,Aesthetic,, 
